"","id","text","sentiment"
"264",75,"RT @resurgent: Cruz: Common Core is a disaster #GOPDebate https://t.co/Mr9GAqFjEf","Neutral"
"265",76,"RT @JordanDoww: An important message from Donald Trump #GOPDebate https://t.co/JwOWXkwV0f","Neutral"
"266",77,"RT @CatholicDems: Yes  #Trump  the most effective way to combat hate is to perpetuate stereotypes & xenophobia #GOPDebate","Negative"
"267",78,"The Republican Debate In Miami: A Tame Trump Makes For Lame TV. https://t.co/hxmKh1eRpy #GOPDebate #Scandal https://t.co/pUIHc6D4S1","Neutral"
"268",79,"RT @MIAMIforTRUMP: Don't forget! ?????The Media lies!????? #MakeAmericaGreatAgain #Trump2016 #TrumpRally #TrumpTrain #TRUMP #GOPDebate http…","Positive"
"269",80,"RT @ACSpollen: Lol. Cruz just trolled Coulter  and it was beautiful. #GOPDebate","Positive"
"270",81,"RT @magnifier661: Wow! Look at how many Didn't want #LyingTed Cruz #GOPDebate  https://t.co/GBCw0JxKdq","Negative"
"271",82,"RT @ajenable: Trump was wrong about trade! You can't punish Americans by putting a 45% tariff on imports. #NeverTrump #GOPDebate","Negative"
"272",83,"RT @DefendingtheUSA: #GlennBeck must HATE seeing Trump EVEN WINNING his BLAZE poll. VOTE HERE -->https://t.co/vHZOusNhr1 #GOPDebate https:/…","Neutral"
"273",84,"RT @RadioFreeTom: Trump reassuring our allies that he'll be worse than Obama. #GOPDebate","Negative"
"274",85,"Vote now: Who won the twelfth Republican debate? #GOPDebate https://t.co/bVUkTeh31Y via @TIMEPolitics Trump won again see for yourself","Positive"
"275",86,"RT @larryelder: ""There's a lot of hatred."" #NAME? Terrorist Groups Intensify Targeting of Children for Jihad https://t.co/GqqGuu…","Neutral"
"276",87,"RT @MattMackowiak: Excellent closing statement from Cruz. #GOPDebate","Positive"
"277",88,"https://t.co/brVLp4doP2 VIDEO: After praising 'civility': We all know that Trump was faki... https://t.co/Q17J4tzQS4 https://t.co/brVLp4doP2","Negative"
"278",89,"RT @KenPlume: You can't shame a man with no shame  nor trap an illogical man with logic. You can't talk sane to crazy. Trump is bulletproof…","Negative"
"279",90,"Cruz with the slick burrrrrrrn  although why did he pull back from ""son of a billionaire""? #GOPDebate","Positive"
"280",91,"RT @FoxNews: Trump: ""We should pay our respects to the police because they are taking tremendous abuse... & they do a phenomenal job."" #GOP…","Neutral"
"281",92,"RT @WDFx2EU: HEY @BreitbartNews  go tell #RobertMercer to fuck himself  from yours truly and the rest of the millions of #Trump supporters …","Positive"
"282",93,"RT @Politics_PR: Wow Trump's social security plan is just clueless #GOPDebate https://t.co/60nUxMUvLy","Negative"
"283",94,"RT @larryelder: Trump's asked about ""tone"" that's caused violence. Dems aren't asked about their anti-cop rhetoric and anti-cop riots/looti…","Positive"
"284",95,"RT @FoxNews: Trump: ""I used to think Merkel was a great leader until she did what she did to Germany. Germany is a disaster right now."" #GO…","Neutral"
"285",96,"Trump will be good to American worker #GOPDebate #republican primary voters love reality #i rode a unicorn to fight a dragon","Negative"
"286",97,"RT @KLSouth: Palin: GOP Majority Voters in Primary are Wayyyyyy Beneath #Cruz  So Says Cruz. https://t.co/Psrma4i9b9 #GOPDebate #CNNDebate …","Negative"
"287",98,"RT @FrankLuntz: Donald Trump is having his best #GOPDebate of the season so far. He's answering questions directly","Positive"
"288",99,"RT @bstein80: Great Cruz point on Israel/Palestinians. Strong. #GOPDebate","Positive"
"289",100,"RT @Veteran4Trump: Donald Trump: If we don't have borders  if we don't have strength  we are not a country."" #GOPDebate #Trump2016 https://…","Positive"
"290",101,"RT @saraelvin: Your attempt to bash #TRUMP failed he wins no matter what! #GOPDebate #tcot #CCOT #AlwaysTrump https://t.co/4vWuQwXL7x","Positive"
"291",102,"Trump's closing argument is all general election  all day. #GOPDebate","Positive"
"292",103,"RT @DaystoTrump: 242 #DaysToTrump : Counting down to the election in November! #Trump2016 #Trump #GOPDebate #MakeAmericaGreatAgain https://…","Positive"
"293",104,"RT @FrankLuntz: An uncharacteristically subdued #GOPDebate audience tonight. Listen to that quiet after a Donald Trump response to Ted Cru…","Neutral"
"294",105,"RT @myfeetonfleek: Grammar Lesson for Donald Trump & the World: It is NEVER ""people that"" People are ""who"". Things/Places/Objects are ""that…","Negative"
"295",106,"RT @thehill: Trump: GOP establishment ""should embrace what's happening"" https://t.co/4Eq8DijzPa #GOPdebate https://t.co/34lwgiZW0N","Neutral"
"296",107,"RT @GeneralNikkiX: #GOPDebate: Damn Devils Like Donald Trump Play Super Dumb When They Want To .. While Touting How Smart They Are. https:…","Negative"
"297",108,"RT @BettyBowers: When Trump blows Putin a wet kiss and slams Obama  GOP audience goes wild. You know  because they love America and are pat…","Negative"
"298",109,"RT @mohammedzismail: Lord. Give. Me. Strength. A Trump supporter sucker punches a protester. Trump responds We have protesters who are b…","Negative"
"299",110,"RT @ConstitutionCop: Trump just told all of us he's perfectly fine allowing Social Security to bankrupt us. He said it  not me. Talk to him…","Negative"
"300",111,"RT @Ted_Newton: Most recently  CNN poll has Clinton defeating Trump 52-44. https://t.co/7majv50t6H #GOPDebate #NeverTrump","Neutral"
"301",112,"RT @FoxNews: .@krauthammer on Trump's #GOPDebate strategy: ""Be laid back  be presidential...stay in cruise mode  no pun intended"" https://t…","Neutral"
"302",113,"RT @PattonDivision: Scary Heidi #Cruz is an architect of the North American Union. Sachs exec. #GOPDebate #OhioPrimary #FLPrimary https://t…","Negative"
"303",114,"RT @DSMac27: C'mon  Bret - Trump said NOTHING of any meaning or content. #GOPDebate #KellyFile","Negative"
"304",115,"RT @OldRowOfficial: Trump has the only reasonable position on fighting radical Islam. #GOPDebate https://t.co/hSuig5YmY5","Positive"
"305",116,"RT @LeCombat: Trump ends by speaking about WE THE PEOPLE. Unify! #GOPDebate","Positive"
"306",117,"RT @LindaSuhler: Congratulation  friends. Tonight you met President Donald Trump. America wins. #GOPDebate #Trump2016","Positive"
"307",118,"RT @RepublicanVzlan: The crowd chanted ""Marco ! Marco"" as Ted Cruz tried to convince them to support him #teammarco #gopdebate","Negative"
"308",119,"RT @LindaSuhler: Trump supporters! Links to ALL the available POLLS. Speak up for our guy! #GOPDebate #Trump2016 https://t.co/fqRjpnFCsr","Positive"
"309",120,"RT @PolitiFact: .@tedcruz said at #gopdebate he never supported TPP. Mostly True.  (He liked the idea.) https://t.co/PQHMWxwNiB https://t.c…","Negative"
"310",121,"RT @factcheckdotorg: Trump incorrectly referred to Common Core as …education through Washington  D.C.…  https://t.co/KaO0sahJpu #GOPDebate","Negative"
"311",122,"RT @ddiamond: I love that Ted Cruz … who worked for George W Bush  Texas Gov Rick Perry  and is now a senator … dismisses ""career politicia…","Negative"
"312",123,"RT @Ricky_Vaughn99: NOW THEY ARE COPYING TRUMP ON THE VETERANS! #GOPDebate","Positive"
"313",124,".@RealDonaldTrump claims credit for sparking #GOP turnout https://t.co/P8ESaxNRgH #GOPDebate https://t.co/UeMig8G0rT","Neutral"
"314",125,"RT @Trump2016Donald: @realDonaldTrump You did great tonight! America needs you Trump! #gopdebate… https://t.co/EU2qzvlTJo","Positive"
"315",126,"RT @KLSouth: I really cannot stand listening to #Cruz's overrehearsed  melodramatic flourishes as he states what he will do …on day one.…  …","Negative"
"316",127,"RT @gs777gs777: #Trump #GOPDebate DT is right ! ISLAM are full of hate. They all read the same Koran  their bible  & this is it... https://…","Positive"
"317",128,"RT @CNNPolitics: Ted Cruz: ""Only two of us"" have a path to the nomination https://t.co/QxqBj67aXX #GOPDebate https://t.co/3VxU9gAFiI","Neutral"
"318",129,"RT @Lrihendry: There is no more qualified person than #Trump to fire the head of VA and other failing heads of organizations! #GOPDebate","Positive"
"319",130,"RT @Shooters_Wife: Trump's position on Israel  is the same kind he has when it comes to PlannedParenthood. #FenceSitter #GOPDebate #CNNDe…","Negative"
"320",131,"Debates do more harm than good when Trump's statements go unchecked. No time to check them all either. #GOPDebate https://t.co/A23DMO16l6","Negative"
"321",132,"RT @yobynnad1127: And again #Trump is the only one with balls to speak the truth about millions of Muslims hating America. #GOPDebate https…","Positive"
"322",133,"RT @CNNPolitics: Donald Trump: I intend to ""leave Social Security the way it is"" https://t.co/QxqBj67aXX #GOPDebate https://t.co/Gi5v0mH6OJ","Neutral"
"323",134,"RT @citrussage: VIDEO: After praising 'civility' of #GOPdebate  Trump turns NASTY again afterward!! https://t.co/fzVIcbFbFU","Negative"
"324",135,"RT @kathrynw5: Ted Cruz: ""This is a job interview."" #GOPDebate","Neutral"
"325",136,"RT @CNN: Donald Trump defends 'raise right hand… pledge #GOPDebate https://t.co/BsRx5B3JGO https://t.co/CAxvLcoraE","Neutral"
"326",137,"RT @JesseLehrich: Wait this is an actual quote from Trump praising the Chinese for the Tiananmen Square massacre. #GOPDebate https://t.co/R…","Negative"
"327",138,"RT @catblackfrazier: CRUZ: We don't need a president who's Neutral between the Palestinian terrorists and our friend and ally Israel #GOPDe…","Neutral"
"328",139,"RT @activist360: Trump says 1 thing at his fascist hate rallies & another at #GOPDebate. He's a narcissistic grifter  con man & glorified u…","Negative"
"329",140,"Donald Trump stands by controversial comments about Islam https://t.co/psVvU61hV5 #GOPDebate https://t.co/TCrSlLZqtW #business","Neutral"
"330",141,"RT @FoxNews: .@marcthiessen on Trump in #GOPDebate: ""You might even say he was 'low energy ' but he didn't have to be high-energy...he's th…","Positive"
"331",142,"RT @SoCal4Trump: Trump brought his A-Game tonight. Loving the debate so far! GO TRUMP!!! America needs you! #GOPDebate #AlwaysTrump https:/…","Positive"
"332",143,"RT @HahnAmerica: Donald Trump is at war with anyone who doesn't think like he does. That's a bad sign folks. #GOPDebate #NeverTrump","Negative"
"333",144,"RT @VOICEOFCHID: Trump is only comfortable in the gutter. Policy ain't his thing. He knows nothing! #GOPDebate","Negative"
"334",145,"RT @nypost: Donald Trump: ""Trade deals are absolutely killing our country..."" #GOPDebate https://t.co/11jwIAr5BP","Neutral"
"335",146,"RT @RepublicanVzlan: Marco super presidential answer on foreign policy radical islam / trump rambling words  no plan no policy just hateful…","Negative"
"336",147,"RT @meetthepress: ""Boy  what a great night for Donald Trump."" @chucktodd on Thursday's #GOPdebate. https://t.co/tiVqFi4G4B #MTPDaily https:…","Neutral"
"337",148,"@brownieman19 can you add Ted Cruz to your list! #GOPDebate","Neutral"
"338",149,"RT @ChgocadChic: #GOPDebate Ted Cruz: We are here pledging our support to you  the American People to Preserve  Protect & Defend the Consti…","Neutral"
"339",150,"RT @ConNewsNow: Sorry Ted Cruz  but no Marine would follow the orders of a Canadian usurper #tcot #GopDebate #CruzCrew","Negative"
"340",151,"RT @sierraclub: Sierra Club is against Donald Trump's hateful rhetoric about muslims and immigration to the USA & we call on others to join…","Negative"
"341",152,"RT @_HankRearden: Trump rightly doubles down on 'Islam hates us.' Because Islam does hate us. #GOPDebate","Positive"
"342",153,"Using an earlier German political model as a template for action #trump #GOPDebate  https://t.co/xLN69p6SMI","Negative"
"343",154,"RT @cnni: Trump: I wasn't endorsing China's massacre of students at Tiananmen riot https://t.co/uJ71xPwhJx https://t.co/4pm9SkLHUU #GOPDe…","Neutral"
"344",155,"RT @MattWalshBlog: Trump promising to use taxes to make people ""behave."" But remember he's not a fascist. That's silly. #GOPDebate","Negative"
"345",156,"RT @NYC4TRUMP2016: Trump lead growing!!!! #GOPDebate #Trump2016 #MakeAmericaGreatAgain #TrumpTrain","Positive"
"346",157,"RT @KenShepherd: ""I find Cruz hard to listen to..."" Do you ever listen to YOUR own voice  @hardball_Chris?! #GOPDebate #TTT16 https://t.co/…","Positive"
"347",158,"RT @jiadarola: CNN just let Donald Trump get away with the insane lie that protesters at his rally are violent. Unconscionable. #GOPDebate","Negative"
"348",159,"#GOPDebate Cruz conceited  arrogant jerk.","Negative"
"349",160,"RT @Will_Antonin: Trump  whining: ""We're working on a different set of rules than the terrorists"" Me: Yes  you moron. It's called being Am…","Negative"
"350",161,"#GOPDebate  Trump's pleasant demeanor when not crossed in debate highlights Jekyll/Hyde traits  lack of stability necessary for POTUS.","Negative"
"351",162,"RT @immigrant4trump: Trump WON Debate! even at the Blaze! (Glenn Beck's own poll) https://t.co/x3SHoYRDia #GOPDebate #Trump2016 https://t.…""","Positive"
"352",163,"RT @lsarsour: Tune in tomorrow morning to @democracynow  I'll be on. Talking elections  #MuslimVote  Trump hate..... #GOPDebate","Negative"
"353",164,"Fact Check: Donald Trump is no ally to Israel #GOPDebate https://t.co/4jADGtG5Of","Neutral"
"354",165,"Cruz made a joke...it was funny. #GOPDebate","Positive"
"355",166,"RT @KristinaWebb: Hey Cruz  what about a son of a son of a sailor? Can he stand up there  too? #GOPdebate","Neutral"
"356",167,"RT @_HankRearden: Trump just told the truth about Islam  and that's a big reason he has my vote. #GOPDebate","Positive"
"357",168,"#CNN is running out of substantive #GOPDebate questions. I've seen more violence at a baseball game than at a #Trump rally. Give me a break.","Positive"
"358",169,"RT @AnnTelnaes: Trump: ""There's great love for this country"" #GOPDebate https://t.co/1xmNnTGULr","Neutral"
"359",170,"RT @peddoc63: Debates talking about policies show Trump's deficiencies. I'm thinking he'd rather go back to mudslinging? #GOPDebate #CNNDeb…","Negative"
"360",171,"RT @OrigIntent: The #GOPDebate was #Trump's to lose & he didn't. It's a WIN for #Trump2016. @Lrihendry @LindaSuhler @TrumpMyPres @ColorMeR…","Positive"
"361",172,"RT @voxdotcom: Donald Trump isn't rich because he's a great investor. He's rich because his dad was rich. https://t.co/m3bm9olFNz #GOPDebate","Negative"
"362",173,"RT @bendykoval: ""Government is the problem"" Oh  Cruz. Is that why you're running for a government position instead of a revolution? #GOPDeb…","Negative"
"363",174,"RT @Reuters: Trump's Islam comments draw fire from rivals  but civility reigns at #GOPDebate: https://t.co/SO7KuKmKfx https://t.co/gpNGanQM…","Neutral"
"364",175,"#GOPDebate #CNNDebate #NeverTrump These are wonderful people. ~ Trump on the x-factor HALF of his base:: https://t.co/echn0IcQwC","Negative"
"365",176,"RT @NaturallyTEE: Cruz just sounds like he should be the pastor of a mega church #AlwaysLying  #GOPDebate","Negative"
"366",177,"RT @AdamSmith_USA: Cruz: ""DC isn't listening to the people."" #GOPDebate *majority of Americans support marriage equality and gun reform* …","Negative"
"367",178,"RT @SpreadButter: I'm voting trump because he is better than anything @gop has offered us in 16 years @realDonaldTrump @FoxNews #GOPDebate …","Positive"
"368",179,"RT @KLSouth: RT @TBradleyNC: Oh my. Ted Cruz would consider Jeb Bush as VP. #speechless #GOPDebate","Neutral"
"369",180,"RT @activist360: Trump doubles down on his vile bigotry of Muslims  proving again  today's GOP is not a political party  it's a hate group.…","Negative"
"370",181,"RT @dcexaminer: On Twitter  Hillary Clinton slams Donald Trump for not condemning rally violence https://t.co/0ljpOWP1vi #GOPDebate https:/…","Negative"
"371",182,"RT @markmobility: While Trump says Muslims hate America  @IslamicRelief has been providing aid in the #FlintWaterCrisis #GOPDebate https://…","Negative"
"372",183,"RT @SteveRattner: Clinton crushes Trump in head to head matchups. #GOPDebate https://t.co/6EGqbBlFOf","Neutral"
"373",184,"RT @AuditTheMedia: Shorter Trump: The Best Deals or No Deals #GOPDebate https://t.co/RJ7pje5DBO","Neutral"
"374",185,"RT @ToppHogg: Mr. Muddybelly is not a candidate at #GOPDebate  but he'd give #trump a run for his #money.  https://t.co/XAnFDIQVif https://…","Negative"
"375",186,"RT @BradThor: Donald Trump's debate answers are about as insightful as his Tweets. #GOPDebate","Negative"
"376",187,"#CNN commentator raises question  will #Trump still have his supporters if isn't as provocative after #civil and tame #GOPDebate","Neutral"
"377",188,"TRUMP knows that if he does not get voted POTUS the country cannot recove #GOPDEBATE","Positive"
"378",189,"RT @LauraWalkerKC: Trump asked about how he will actually cut Social Security  he starts talking about how we are the policeman of the worl…","Negative"
"379",190,"RT @EmilyMiller: Last words from Trump to Florida voters: ""Be smart and unify."" #GOPDebate""","Neutral"
"380",191,"RT @foxnewspolitics: Trump triumphs at #GOPdebate. Rivals and moderators can't lay a glove on front-runner | Via @julieroginsky |  https://…","Positive"
"381",192,"RT @srjones66: Donald Trump Humiliates Himself By Getting Common Core Wrong At Republican Debate via @politicususa https://t.co/9AlpSNGYNv …","Negative"
"382",193,"RT @jenniferweiner: Cruz: Shouty shouty shout. Stand with cops. Abolish IRS. No third term for a failed adminstration. #GOPDebate","Negative"
"383",194,"RT @TeamMarcoWestPA: Ted Cruz starts inviting other candidates' supporters to join his team. The crowd starts chanting ""MAR-CO! MAR-CO! MAR…","Negative"
"384",195,"RT @TomRtweets: Excellent answer by Rubio. Finest so far. #GOPDebate","Positive"
"385",196,"RT @cabot_phillips: .@marcorubio dominated the #GOPDebate in his hometown: https://t.co/nPUlJ9RXYx https://t.co/2wt4MW8051","Neutral"
"386",197,"RT @KennyCunningham: ""Too little  too late for Rubio? Maybe not"" read my thoughts on #GOPDebate & how it impacts the race: https://t.co/Lbp…","Neutral"
"387",198,"RT @ZaidJilani: What will actually happen to South Florida after Rubio moves his family to DC and becomes a lobbyist #GOPDebate https://t.c…","Negative"
"388",199,"RT @JohnKasich: ""A strong America is what the entire world is begging for..."" John Kasich will make it happen. #GOPDebate https://t.co/lSg…","Positive"
"389",200,"RT @TheDailyEdge: ICYMI: Kasich's 2 biggest accomplishments (balanced budget in '90s  better healthcare in Ohio) thanks entirely to Clinton…","Negative"
"390",201,"RT @TheDailyEdge: Kasich: ""We did great things in DC when Clinton was President. And thanks to Obama's auto bailout  Ohio is booming"" #CNND…","Neutral"
"391",202,"Kasich sounding good #gopdebate","Positive"
"392",203,"RT @KLSouth: Pro-Amnesty #Kasich's big cities are sanctuary cities. And he likes Common Core. #GOPDebate #Ohio #OhioPrimary","Neutral"
"393",204,"RT @worldnetdaily: John Kasich: We don't want to ""lock the doors"" on international trade #GOPDebate","Neutral"
"394",205,"RT @ashishphappd: Kasich benefitted from the other 3 attacking each other constantly. Without that dynamic  he has lost his gimmick. #GOPDe…","Negative"
